Description,Avg_Elasticity,Obs,Sensitivity
SPOTTY PINK DUCK DOORSTOP,-117.59571803178504,8,Elastic (price-sensitive)
PIZZA PLATE IN BOX,-117.51940778622055,9,Elastic (price-sensitive)
SMALL WHITE RETROSPOT MUG IN BOX ,-117.51238650935133,4,Elastic (price-sensitive)
MONEY BOX FIRST ADE DESIGN,-117.43802953986965,3,Elastic (price-sensitive)
SKULLS PARTY BAG + STICKER SET,-117.24777021118709,4,Elastic (price-sensitive)
BLUE PAISLEY JOURNAL ,-116.48861713052315,9,Elastic (price-sensitive)
DO NOT TOUCH MY STUFF DOOR HANGER ,-116.08951589080333,11,Elastic (price-sensitive)
PINK PARTY SUNGLASSES,-112.75000000000001,4,Elastic (price-sensitive)
5 HOOK HANGER RED MAGIC TOADSTOOL,-112.41826177516424,4,Elastic (price-sensitive)
CERAMIC BIRDHOUSE RED ROOF SMALL,-111.89955179569938,3,Elastic (price-sensitive)
CANDY SPOT TEA COSY,-111.86445542577617,3,Elastic (price-sensitive)
GARDEN PATH JOURNAL,-111.51535683059721,8,Elastic (price-sensitive)
WRAP I LOVE LONDON ,-111.42448723316029,14,Elastic (price-sensitive)
SOMBRERO ,-111.26028455740071,22,Elastic (price-sensitive)
PACK OF 6 SKULL PAPER PLATES,-110.6439914540782,11,Elastic (price-sensitive)
EIGHT PIECE SNAKE  SET,-110.61616623014936,4,Elastic (price-sensitive)
CHERRY BLOSSOM DECORATIVE FLASK,-110.04102756076412,4,Elastic (price-sensitive)
POLKADOT RAIN HAT ,-109.91707560885649,9,Elastic (price-sensitive)
HEART IVORY TRELLIS LARGE,-109.58299765458837,5,Elastic (price-sensitive)
SET OF 72 IVORY PAPER DOILIES,-109.42451206201193,4,Elastic (price-sensitive)
HAPPY STENCIL CRAFT,-109.29975924463993,10,Elastic (price-sensitive)
FLOWER VINE RAFFIA FOOD COVER,-109.27007133919133,7,Elastic (price-sensitive)
LOVE GARLAND PAINTED ZINC ,-108.94320974423637,13,Elastic (price-sensitive)
ANTIQUE LILY FAIRY LIGHTS,-108.87597145912328,6,Elastic (price-sensitive)
S/4 SKY BLUE DINNER CANDLES,-108.74629775816491,3,Elastic (price-sensitive)
SILVER HANGING T-LIGHT HOLDER,-108.69795674208495,3,Elastic (price-sensitive)
RED PAPER PARASOL,-108.16370837987739,11,Elastic (price-sensitive)
SPACE CADET BLACK,-108.12313441561788,6,Elastic (price-sensitive)
CLASSIC FRENCH STYLE BASKET GREEN ,-108.11058388157984,4,Elastic (price-sensitive)
BATHROOM METAL SIGN ,-107.28040310113941,13,Elastic (price-sensitive)
15CM CHRISTMAS GLASS BALL 20 LIGHTS,-107.0631895012503,10,Elastic (price-sensitive)
PINK HORSE SOCK PUPPET,-106.68287417763133,4,Elastic (price-sensitive)
SET 4 NURSERY DES ROUND BOXES,-106.59534283702199,4,Elastic (price-sensitive)
RED COAT RACK PARIS FASHION,-105.22683641125609,3,Elastic (price-sensitive)
CHERUB HEART DECORATION GOLD,-104.6618030009019,6,Elastic (price-sensitive)
GARDENIA 3 WICK MORRIS BOXED CANDLE,-104.49465395485704,9,Elastic (price-sensitive)
PARTY CONE CHRISTMAS DECORATION ,-104.23335263315438,6,Elastic (price-sensitive)
BASKET OF FLOWERS SEWING KIT,-104.21930173992692,4,Elastic (price-sensitive)
ENGLISH ROSE DESIGN PEG BAG,-103.70037460655315,4,Elastic (price-sensitive)
ZINC HEART LATTICE DOUBLE PLANTER,-103.24528755768434,4,Elastic (price-sensitive)
NOEL WOODEN BLOCK LETTERS ,-102.93415728279876,10,Elastic (price-sensitive)
CARD DOLLY GIRL ,-102.60257626592416,11,Elastic (price-sensitive)
BLUE TV TRAY TABLE ,-101.72056982872223,4,Elastic (price-sensitive)
KNITTED UNION FLAG HOT WATER BOTTLE,-101.59020507059778,11,Elastic (price-sensitive)
PURPLE GREEN FLOWER PIGGY BANK,-101.52215078261766,4,Elastic (price-sensitive)
SILVER MUG BONE CHINA TREE OF LIFE,-101.46857034263398,9,Elastic (price-sensitive)
SET OF 6 T-LIGHTS CACTI ,-101.40566643015396,7,Elastic (price-sensitive)
SET 3 WICKER STORAGE BASKETS ,-101.40298078555459,7,Elastic (price-sensitive)
GOLD WASHBAG,-101.09902556416675,3,Elastic (price-sensitive)
RETRO MOD TRAY,-100.73019386897984,9,Elastic (price-sensitive)
RED SPOTTY APRON ,-100.51735299659107,6,Elastic (price-sensitive)
PAPER CHAIN KIT 50'S CHRISTMAS ,-100.1164729680289,12,Elastic (price-sensitive)
BABY MOUSE RED GINGHAM DRESS,-99.85812786880028,4,Elastic (price-sensitive)
CLEAR ACRYLIC FACETED BANGLE,-99.68326631603122,4,Elastic (price-sensitive)
JELLY BABIES YELLOW SMALL BOWL,-99.48473456368235,4,Elastic (price-sensitive)
ASS COL LARGE SAND GECKO P'WEIGHT,-99.21568671570584,6,Elastic (price-sensitive)
DOORMAT 3 SMILEY CATS,-99.00614418959373,16,Elastic (price-sensitive)
CREAM SWEETHEART MINI CHEST,-98.91479177542247,8,Elastic (price-sensitive)
HEART SHAPED MIRROR,-98.68959227646319,3,Elastic (price-sensitive)
FILIGREE HEART BUTTERFLY WHITE ,-98.4841511206555,6,Elastic (price-sensitive)
SKULL AND CROSSBONES  GARLAND ,-98.36710478563003,12,Elastic (price-sensitive)
LOCAL CAFE MUG,-98.03510630347695,19,Elastic (price-sensitive)
S/4 ROSE PINK DINNER CANDLES,-97.99977178813599,3,Elastic (price-sensitive)
RED RETROSPOT PICNIC BAG,-97.72107932094274,6,Elastic (price-sensitive)
BLUE VICTORIAN FABRIC OVAL BOX,-97.5767000551297,6,Elastic (price-sensitive)
CAKE STAND LOVEBIRD 2 TIER PINK,-97.56710619418821,11,Elastic (price-sensitive)
HANGING BAUBLE T-LIGHT HOLDER LARGE,-97.52915479694673,4,Elastic (price-sensitive)
MIRRORED WALL ART SNOWFLAKES,-97.21969966175755,3,Elastic (price-sensitive)
PAPER BUNTING VINTAGE PAISLEY,-96.85759515578029,9,Elastic (price-sensitive)
MILK PAN PINK RETROSPOT,-96.64175111457699,5,Elastic (price-sensitive)
SET/20 COLLAGE PAPER NAPKIN ,-96.54280904280962,3,Elastic (price-sensitive)
"GARLAND, MAGIC GARDEN 1.8M",-96.52874644886376,4,Elastic (price-sensitive)
RETROSPOT GIANT TUBE MATCHES,-95.75346846054613,7,Elastic (price-sensitive)
 IVORY PAPER CUP CAKE CASES ,-95.6378191337455,4,Elastic (price-sensitive)
PINK HAPPY BIRTHDAY BUNTING,-95.45682594281605,4,Elastic (price-sensitive)
RED ENCHANTED FOREST PLACEMAT,-95.42381681574629,4,Elastic (price-sensitive)
PICNIC BASKET WICKER LARGE,-95.20110558130935,10,Elastic (price-sensitive)
GREEN POLKADOT PLATE ,-95.17956096730124,6,Elastic (price-sensitive)
LARGE BONNE JAM JAR  T-LIGHT HOLDER,-95.01409290271096,4,Elastic (price-sensitive)
GOLD MINI TAPE MEASURE ,-94.8737582018257,7,Elastic (price-sensitive)
SET/4 RED MINI ROSE CANDLE IN BOWL,-94.13820447529223,9,Elastic (price-sensitive)
POLKADOT MUG PINK ,-93.90123746867157,3,Elastic (price-sensitive)
RAIN HAT WITH RED SPOTS,-93.67419323323789,8,Elastic (price-sensitive)
ALPHABET STENCIL CRAFT,-93.45960744876768,13,Elastic (price-sensitive)
SCANDINAVIAN PAISLEY PICNIC BAG,-93.16080907547112,15,Elastic (price-sensitive)
PARTY TIME PENCIL ERASERS,-93.0827016259002,6,Elastic (price-sensitive)
HOLIDAY FUN LUDO,-93.03395737272241,6,Elastic (price-sensitive)
HANGING GLASS ETCHED TEALIGHT,-92.90943590874178,6,Elastic (price-sensitive)
CAT BOWL VINTAGE CREAM,-92.23802820178756,4,Elastic (price-sensitive)
DOORMAT BLACK FLOCK ,-92.1877902027736,12,Elastic (price-sensitive)
PINK STITCHED WALL CLOCK,-92.16798584298584,3,Elastic (price-sensitive)
MEASURING TAPE BABUSHKA RED,-92.05406246402207,3,Elastic (price-sensitive)
ROUND SNACK BOXES SET OF4 WOODLAND ,-91.95292680747129,6,Elastic (price-sensitive)
SET/6 FRUIT SALAD  PAPER PLATES,-91.85799704316466,9,Elastic (price-sensitive)
RIDGED GLASS POSY VASE ,-91.78456385506348,9,Elastic (price-sensitive)
GYMKHANA TREASURE BOOK BOX,-91.70498744727354,5,Elastic (price-sensitive)
CAKE STAND 3 TIER MAGIC GARDEN,-91.36382035581742,8,Elastic (price-sensitive)
RED POLKA DOT TISSUE BOX,-91.28773909503369,4,Elastic (price-sensitive)
36 PENCILS TUBE RED RETROSPOT,-91.18482258524892,4,Elastic (price-sensitive)
TEA PARTY  WRAPPING PAPER ,-91.18373745819403,4,Elastic (price-sensitive)
STRAWBERRY DREAM CHILDS UMBRELLA,-90.97951213650616,3,Elastic (price-sensitive)
GARDEN METAL SIGN ,-90.8478036445931,3,Elastic (price-sensitive)
ROSE DES PADDED FLOOR CUSHION,-90.32743957940993,3,Elastic (price-sensitive)
RABBIT NIGHT LIGHT,-90.27283569091928,6,Elastic (price-sensitive)
COSMETIC BAG VINTAGE ROSE PAISLEY,-90.01700144936899,7,Elastic (price-sensitive)
SET/10 IVORY POLKADOT PARTY CANDLES,-89.8894986142604,3,Elastic (price-sensitive)
SET OF 36 DOILIES SPACEBOY DESIGN ,-89.83390404813204,4,Elastic (price-sensitive)
PHARMACIE FIRST AID TIN,-89.76019706125638,8,Elastic (price-sensitive)
MINI CAKE STAND  HANGING STRAWBERY,-89.6851316149739,10,Elastic (price-sensitive)
SET OF 10 LED DOLLY LIGHTS,-89.67123369529031,4,Elastic (price-sensitive)
BLUE STRIPE CERAMIC DRAWER KNOB,-89.5892224465176,11,Elastic (price-sensitive)
S/4 IVORY MINI ROSE CANDLE IN BOWL,-89.56743832970835,11,Elastic (price-sensitive)
WRAP SUKI AND FRIENDS,-88.69445224232517,6,Elastic (price-sensitive)
GREY ACRYLIC FACETED BANGLE,-88.67857391183396,3,Elastic (price-sensitive)
BOX OF 9 PEBBLE CANDLES,-88.50857971267536,7,Elastic (price-sensitive)
MAGIC DRAWING SLATE DOLLY GIRL ,-88.40691597796005,11,Elastic (price-sensitive)
SET/6 PURPLE BUTTERFLY T-LIGHTS,-88.11858649660594,14,Elastic (price-sensitive)
STAR PORTABLE TABLE LIGHT ,-88.11505569057864,8,Elastic (price-sensitive)
ASSORTED FLORAL SECATEURS,-88.10286806928787,3,Elastic (price-sensitive)
SET OF 6 T-LIGHTS SNOWMEN,-87.99615772887621,6,Elastic (price-sensitive)
JIGSAW TOADSTOOLS 3 PIECE,-87.87747812414553,3,Elastic (price-sensitive)
CAMOUFLAGE LED TORCH,-87.84173573267076,12,Elastic (price-sensitive)
SET 4 VALENTINE DECOUPAGE HEART BOX,-87.6512645815365,4,Elastic (price-sensitive)
WRAP DOLLY GIRL,-87.39054487179514,4,Elastic (price-sensitive)
HAND OPEN SHAPE DECO.WHITE,-87.33233351166903,9,Elastic (price-sensitive)
CAKES AND RABBITS DESIGN FLANNEL ,-87.25980927013487,4,Elastic (price-sensitive)
ROSE CARAVAN DOORSTOP,-87.20648428085507,9,Elastic (price-sensitive)
BAKING MOULD EASTER EGG WHITE CHOC,-87.16807043222578,6,Elastic (price-sensitive)
DOORMAT PEACE ON EARTH BLUE,-86.90810416330939,8,Elastic (price-sensitive)
PACK 20 DOLLY PEGS,-86.80805092343569,6,Elastic (price-sensitive)
ZINC FINISH 15CM PLANTER POTS,-86.56373812206998,5,Elastic (price-sensitive)
"ART LIGHTS,FUNK MONKEY",-86.4204417586659,15,Elastic (price-sensitive)
VINTAGE BEAD COSMETIC BAG ,-86.01561258653956,4,Elastic (price-sensitive)
METAL TUBE CHIME ON BAMBOO,-85.97114565459002,12,Elastic (price-sensitive)
SET 12 KIDS  WHITE CHALK STICKS,-85.81055441323615,7,Elastic (price-sensitive)
HEART DECORATION RUSTIC HANGING ,-85.7507095157119,7,Elastic (price-sensitive)
BOTANICAL LAVENDER BIRTHDAY CARD,-85.61848604357306,6,Elastic (price-sensitive)
GLASS CLOCHE SMALL,-85.61092782949187,12,Elastic (price-sensitive)
PINK/BLUE DISC/MIRROR STRING,-85.5445057813103,4,Elastic (price-sensitive)
HANGING WOOD AND FELT BUTTERFLY ,-85.45919335211812,4,Elastic (price-sensitive)
BEADED LOVE HEART JEWELLERY SET,-85.38553495116012,6,Elastic (price-sensitive)
EASTER DECORATION SITTING BUNNY,-85.1420574865334,4,Elastic (price-sensitive)
BALLERINA HEART DECORATION.,-85.05345728034807,3,Elastic (price-sensitive)
LARGE MEDINA STAMPED METAL BOWL ,-84.9717184361241,4,Elastic (price-sensitive)
RETROSPOT RED WASHING UP GLOVES,-84.93604344296423,5,Elastic (price-sensitive)
CREAM CUSHION COVER WITH FLOWERS,-84.9139039408867,4,Elastic (price-sensitive)
MEASURING TAPE BABUSHKA BLUE,-84.82421194705621,3,Elastic (price-sensitive)
JAZZ HEARTS PURSE NOTEBOOK,-84.55057610718599,3,Elastic (price-sensitive)
HYACINTH BULB T-LIGHT CANDLES,-84.2220443642804,10,Elastic (price-sensitive)
BOYS ALPHABET IRON ON PATCHES,-84.01453295364851,7,Elastic (price-sensitive)
BALLOON PUMP WITH 10 BALLOONS,-83.76430810881381,4,Elastic (price-sensitive)
SET/4 2 TONE EGG SHAPE MIXING BOWLS,-82.72742172211345,4,Elastic (price-sensitive)
VICTORIAN SEWING BOX LARGE,-82.37262647652003,13,Elastic (price-sensitive)
WHITE MURANO TWIST BRACELET,-82.36291208791208,4,Elastic (price-sensitive)
ROUND CONTAINER SET OF 5 RETROSPOT,-82.31585806760958,5,Elastic (price-sensitive)
"SET 3 RED SPOT TIN TEA,COFFEE,SUGAR",-82.30697932123559,4,Elastic (price-sensitive)
GROW A FLYTRAP OR SUNFLOWER IN TIN,-82.17104830409376,10,Elastic (price-sensitive)
TEA TIME PARTY BUNTING,-81.98838689161322,8,Elastic (price-sensitive)
FOLDING BUTTERFLY MIRROR RED  ,-81.94569476877489,4,Elastic (price-sensitive)
DOCTOR'S BAG SOFT TOY,-81.86044122699693,5,Elastic (price-sensitive)
"HOOK, 5 HANGER , MAGIC TOADSTOOL",-81.4678580388664,8,Elastic (price-sensitive)
CORONA MEXICAN TRAY,-81.4056337816617,7,Elastic (price-sensitive)
PAINTED LIGHTBULB RAINBOW DESIGN,-81.25241025641031,5,Elastic (price-sensitive)
BLACK/BLUE DOTS RUFFLED UMBRELLA,-81.21277539227435,3,Elastic (price-sensitive)
5 HOOK BLACKBOARD ORGANISER ,-81.0922326162211,3,Elastic (price-sensitive)
SMALL RED BABUSHKA NOTEBOOK ,-80.89295176218415,7,Elastic (price-sensitive)
SET/20 STRAWBERRY PAPER NAPKINS ,-80.89027839961577,10,Elastic (price-sensitive)
RAINY LADIES BIRTHDAY CARD,-80.57159982495303,13,Elastic (price-sensitive)
DAISIES  HONEYCOMB GARLAND ,-80.57027914138874,5,Elastic (price-sensitive)
BLUE PAISLEY SKETCHBOOK,-80.41620053440975,7,Elastic (price-sensitive)
BIRDCAGE DECORATION TEALIGHT HOLDER,-80.28743428483622,9,Elastic (price-sensitive)
T-LIGHT HOLDER HANGING LACE,-79.85993187562183,3,Elastic (price-sensitive)
MOROCCAN BEATEN METAL MIRROR,-79.84749494565382,7,Elastic (price-sensitive)
PAPER CHAIN KIT SKULLS ,-79.71229482045871,11,Elastic (price-sensitive)
MINI WOODEN HAPPY BIRTHDAY GARLAND,-79.55379062840247,5,Elastic (price-sensitive)
MULTICOLOUR 3D BALLS GARLAND,-79.52407094959987,5,Elastic (price-sensitive)
ASSORTED COLOUR BIRD ORNAMENT,-79.39891799845473,3,Elastic (price-sensitive)
BLACK MINI TAPE MEASURE ,-79.25003916007546,9,Elastic (price-sensitive)
TOADSTOOL MONEY BOX,-79.21202186093112,5,Elastic (price-sensitive)
WALL TIDY RETROSPOT ,-79.20148544466721,13,Elastic (price-sensitive)
TOOTHPASTE TUBE PEN,-78.9386109426564,11,Elastic (price-sensitive)
GREEN FERN JOURNAL ,-78.86994201573815,7,Elastic (price-sensitive)
DOORMAT MULTICOLOUR STRIPE,-78.84033170620806,15,Elastic (price-sensitive)
VINTAGE BILLBOARD LOVE/HATE MUG,-78.60660377338809,13,Elastic (price-sensitive)
MIRROR MOSAIC T-LIGHT HOLDER ,-78.60205109126984,4,Elastic (price-sensitive)
BLUE POLKADOT PLATE ,-78.49011157801766,4,Elastic (price-sensitive)
SET/4 PINK ORCHID CANDLES IN BOWL,-78.32242788220134,6,Elastic (price-sensitive)
4 TRADITIONAL SPINNING TOPS,-78.27616890448756,4,Elastic (price-sensitive)
RED SPOT HEART HOT WATER BOTTLE,-78.21307086575713,7,Elastic (price-sensitive)
ADVENT CALENDAR GINGHAM SACK,-78.17630031322769,4,Elastic (price-sensitive)
RED STAR CARD HOLDER,-78.06097174986876,4,Elastic (price-sensitive)
36 FOIL STAR CAKE CASES ,-77.99804852961552,5,Elastic (price-sensitive)
MINI JIGSAW CIRCUS PARADE ,-77.83559533466406,12,Elastic (price-sensitive)
ENVELOPE 50 ROMANTIC IMAGES,-77.74483181589365,4,Elastic (price-sensitive)
CHILDS GARDEN RAKE BLUE,-77.53570810390703,5,Elastic (price-sensitive)
MOBILE VINTAGE HEARTS ,-77.04344923154433,4,Elastic (price-sensitive)
DECORATION WHITE CHICK MAGIC GARDEN,-77.02118438396838,5,Elastic (price-sensitive)
PINK  HEART SHAPE LOVE BUCKET ,-76.76911008146392,6,Elastic (price-sensitive)
VINTAGE UNION JACK APRON,-76.634638754771,4,Elastic (price-sensitive)
CAKE STAND WHITE TWO TIER LACE,-76.56519039948759,5,Elastic (price-sensitive)
VINTAGE BILLBOARD MUG ,-75.86375382130318,10,Elastic (price-sensitive)
HANGING WOOD AND FELT FLOWER,-75.83377171215884,5,Elastic (price-sensitive)
SILVER PLATE CANDLE BOWL LARGE,-75.80597729476393,4,Elastic (price-sensitive)
VICTORIAN SEWING BOX MEDIUM,-75.71970309625506,13,Elastic (price-sensitive)
KINGS CHOICE CIGAR BOX MATCHES ,-75.53125232008544,3,Elastic (price-sensitive)
KNITTED MUG COSY IVORY COLOUR ,-75.51947860304966,5,Elastic (price-sensitive)
VINTAGE KITCHEN PRINT FRUITS,-75.42487820222877,3,Elastic (price-sensitive)
PARISIENNE SEWING BOX,-75.38133509381278,3,Elastic (price-sensitive)
TEA TIME TABLE CLOTH,-75.30295030055274,10,Elastic (price-sensitive)
SMALL RED RETROSPOT MUG IN BOX ,-75.24670177772252,8,Elastic (price-sensitive)
ENCHANTED BIRD PLANT CAGE,-75.18711853945925,10,Elastic (price-sensitive)
PORCELAIN ROSE LARGE ,-74.81668220195809,8,Elastic (price-sensitive)
RETRO SPOT  CIGAR BOX MATCHES ,-74.7582955402287,6,Elastic (price-sensitive)
METAL WALL SHELF UNIT WITH HOOKS,-74.3777166039725,3,Elastic (price-sensitive)
MIRROR MOSAIC GOBLET CANDLE HOLDER,-74.3736268939394,5,Elastic (price-sensitive)
SET/3 CHRISTMAS DECOUPAGE CANDLES,-74.28977453949504,4,Elastic (price-sensitive)
COLUMBIAN CANDLE ROUND ,-74.11622793848625,10,Elastic (price-sensitive)
SLATE TILE NATURAL HANGING,-74.06293852613649,11,Elastic (price-sensitive)
DECORATION  BUTTERFLY  MAGIC GARDEN,-73.80151946313566,8,Elastic (price-sensitive)
BLACK/BLUE POLKADOT UMBRELLA,-73.71757596271314,10,Elastic (price-sensitive)
FRENCH CARRIAGE LANTERN,-73.61882716049391,4,Elastic (price-sensitive)
MIRRORED WALL ART SKULLS,-73.6028693361433,5,Elastic (price-sensitive)
MAXWELL 2 TONE PINK 60 PAGE PHOTO A,-73.56209150326798,3,Elastic (price-sensitive)
GROW YOUR OWN FLOWERS SET OF 3,-73.52907928788831,7,Elastic (price-sensitive)
CHRISTMAS RETROSPOT ANGEL WOOD,-73.40458128245334,5,Elastic (price-sensitive)
PACK OF 20 SKULL PAPER NAPKINS,-73.3365275335197,11,Elastic (price-sensitive)
BAKING SET SPACEBOY DESIGN,-73.11126250844096,8,Elastic (price-sensitive)
VICTORIAN GLASS HANGING T-LIGHT,-72.91648198228073,4,Elastic (price-sensitive)
SET 12 KIDS COLOUR  CHALK STICKS,-72.9007839641794,8,Elastic (price-sensitive)
CHILDRENS CUTLERY RETROSPOT RED ,-72.67815136015193,5,Elastic (price-sensitive)
SET OF 2 ROUND TINS DUTCH CHEESE,-72.60894250697446,5,Elastic (price-sensitive)
CABIN BAG VINTAGE PAISLEY,-72.60562411220072,8,Elastic (price-sensitive)
HANGING BAUBLE T-LIGHT HOLDER SMALL,-72.4125183847663,7,Elastic (price-sensitive)
PINK BREAKFAST CUP AND SAUCER ,-72.34215910350176,4,Elastic (price-sensitive)
FELT FARM ANIMAL SHEEP,-72.26338688085676,3,Elastic (price-sensitive)
FLOWERS TILE HOOK,-72.21238629560189,3,Elastic (price-sensitive)
FELTCRAFT DOLL ROSIE,-72.09780744153271,7,Elastic (price-sensitive)
ZINC FOLKART SLEIGH BELLS,-71.94655857148186,6,Elastic (price-sensitive)
WOOD STAMP SET THANK YOU,-71.91725512204061,9,Elastic (price-sensitive)
PACK OF 20 SPACEBOY NAPKINS,-71.89222298387703,12,Elastic (price-sensitive)
ROMANTIC IMAGES GIFT WRAP SET,-71.82752782935567,8,Elastic (price-sensitive)
ROSE SCENT CANDLE IN JEWELLED BOX,-71.71864646673417,14,Elastic (price-sensitive)
GREEN ENAMEL+GLASS HAIR COMB,-71.68055555555574,4,Elastic (price-sensitive)
PIZZA SLICE DISH,-71.66002656261878,4,Elastic (price-sensitive)
"ACRYLIC JEWEL ANGEL,PINK",-71.61818281335523,3,Elastic (price-sensitive)
MINI  ZINC GARDEN DECORATIONS ,-71.3718487394958,3,Elastic (price-sensitive)
RED REINDEER STRING OF 20 LIGHTS,-71.35917484193325,4,Elastic (price-sensitive)
LARGE ROUND CUTGLASS CANDLESTICK,-71.34978693181807,4,Elastic (price-sensitive)
SET 3 WICKER LOG BASKETS,-71.24884898805078,5,Elastic (price-sensitive)
FANCY FONTS BIRTHDAY WRAP,-71.22322214554809,11,Elastic (price-sensitive)
MORE BUTTER METAL SIGN ,-71.20645568610105,13,Elastic (price-sensitive)
RETRO SPOT SMALL TUBE MATCHES,-71.1357489925892,3,Elastic (price-sensitive)
BROWN CHECK CAT DOORSTOP ,-71.13133534274047,13,Elastic (price-sensitive)
CHRISTMAS HANGING TREE WITH BELL,-70.86028082398352,5,Elastic (price-sensitive)
SET OF 6 T-LIGHTS TOADSTOOLS,-70.83233631967663,8,Elastic (price-sensitive)
ROSE 3 WICK MORRIS BOX CANDLE,-70.56406802528939,10,Elastic (price-sensitive)
FAIRY TALE COTTAGE NIGHTLIGHT,-70.50461837088822,10,Elastic (price-sensitive)
DOLLY GIRL LUNCH BOX,-70.3594248303635,6,Elastic (price-sensitive)
RED VICTORIAN FABRIC OVAL BOX,-70.19346117042258,8,Elastic (price-sensitive)
DOORMAT I LOVE LONDON,-70.10984517592725,15,Elastic (price-sensitive)
ASS COL SMALL SAND GECKO P'WEIGHT,-69.91331686928274,6,Elastic (price-sensitive)
3 GARDENIA MORRIS BOXED CANDLES,-69.87501807672105,12,Elastic (price-sensitive)
SET OF 3 BUTTERFLY COOKIE CUTTERS,-69.86808216856252,5,Elastic (price-sensitive)
FAIRY SOAP SOAP HOLDER,-69.68301461627463,4,Elastic (price-sensitive)
SILVER GLASS T-LIGHT SET,-69.55851078884835,4,Elastic (price-sensitive)
BABUSHKA LIGHTS STRING OF 10,-69.47909442568866,15,Elastic (price-sensitive)
3 HOOK PHOTO SHELF ANTIQUE WHITE,-69.44594093634164,10,Elastic (price-sensitive)
RED SPOTTY PLATE ,-69.34681590495082,3,Elastic (price-sensitive)
PASTEL COLOUR HONEYCOMB FAN,-69.1941823899371,3,Elastic (price-sensitive)
SILVER T-LIGHT SETTING,-69.17131192881203,9,Elastic (price-sensitive)
PINK METAL CHICKEN HEART ,-69.10101709563848,4,Elastic (price-sensitive)
WHITE SQUARE TABLE CLOCK,-69.04741199651399,3,Elastic (price-sensitive)
FRENCH CHATEAU SMALL FRUITBOWL,-68.97847057123374,5,Elastic (price-sensitive)
SET 20 NAPKINS FAIRY CAKES DESIGN ,-68.97293463357738,9,Elastic (price-sensitive)
SAVE THE PLANET COTTON TOTE BAG,-68.78826963683211,5,Elastic (price-sensitive)
VINTAGE UNION JACK SHOPPING BAG,-68.78478696444205,9,Elastic (price-sensitive)
CARTOON  PENCIL SHARPENERS,-68.75858585858586,3,Elastic (price-sensitive)
RED TOADSTOOL LED NIGHT LIGHT,-68.64345589702984,9,Elastic (price-sensitive)
RIBBON REEL SOCKS AND MITTENS,-68.59591094596894,5,Elastic (price-sensitive)
UTILTY CABINET WITH HOOKS,-68.55664993763277,3,Elastic (price-sensitive)
MOTORING TISSUE BOX,-68.53650732682284,10,Elastic (price-sensitive)
CARD DOG AND BALL ,-68.43288084464554,3,Elastic (price-sensitive)
WOODEN HAPPY BIRTHDAY GARLAND,-68.42001820229854,6,Elastic (price-sensitive)
SMALL ZINC HEART WALL ORGANISER,-68.37924712844077,7,Elastic (price-sensitive)
VIPPASSPORT COVER ,-68.16894280931396,7,Elastic (price-sensitive)
